wahltermin_datum,wahl,Wahlkreis,AGS,Bez-Nr,Wahlberechtigte insgesamt,ohne Vermerk W,mit Vermerk W,nicht im W�hlerverzeichnis,Waehler,DavonMitWahlschein,UngueltigeErststimmen,UngueltigeZweitstimmen,GueltigeErststimmen,GueltigeZweitstimmen,CDU ,CDU,SPD,SPD,FDP,FDP,GR�NE,GR�NE,DIE LINKE,DIE LINKE,Piraten,Piraten,NPD,NPD,REP,REP,B�ndnis 21 / RRP,B�ndnis 21 /RRP,Volksabstimmung,Volksabstimmung,�DP,�DP,MLPD,MLPD,B�So,B�So,PSG,PSG,AfD,AfD,BIG,BIG,pro Deutschland,pro Deutschland,Die Rechte,Die Rechte,FREIE W�HLER,FREIE W�HLER,Partei der Nichtw�hler,Partei der Nichtw�hler,Partei der Vernunft,Partei der Vernunft,Die PARTEI,Die PARTEI
22.09.2013,Bundestagswahl,140,5911000,9141,0,0,0,0,1118,1118,14,10,1104,1108,423,361,413,358,31,58,132,169,58,66,34,34,11,10,,1,,0,,3,,6,2,1,,0,,1,,32,,0,,2,,0,,1,,1,,0,,4
22.09.2013,Bundestagswahl,140,5911000,9142,0,0,0,0,962,962,39,7,923,955,368,328,347,318,19,46,96,128,53,57,22,27,14,6,,2,,0,,2,,2,4,1,,0,,0,,20,,5,,2,,0,,1,,3,,0,,7
22.09.2013,Bundestagswahl,140,5911000,9151,0,0,0,0,651,651,14,12,637,639,208,180,260,233,10,22,72,72,61,72,18,25,8,7,,0,,0,,1,,3,0,0,,0,,1,,14,,0,,1,,0,,3,,1,,0,,4
22.09.2013,Bundestagswahl,140,5911000,9152,0,0,0,0,797,797,17,11,780,786,245,230,361,338,13,19,55,67,55,52,38,30,12,9,,1,,0,,1,,0,1,1,,1,,1,,22,,2,,1,,0,,3,,1,,0,,7
22.09.2013,Bundestagswahl,140,5911000,9161,0,0,0,0,880,880,24,8,856,872,262,241,442,425,9,19,51,57,47,49,28,17,14,12,,0,,0,,1,,1,3,2,,2,,2,,31,,4,,4,,1,,1,,3,,0,,0
22.09.2013,Bundestagswahl,140,5911000,9162,0,0,0,0,527,527,9,8,518,519,166,145,245,231,5,7,33,47,28,35,20,17,20,8,,0,,1,,0,,0,1,0,,0,,0,,20,,0,,4,,0,,0,,2,,1,,1
22.09.2013,Bundestagswahl,140,5911000,9171,0,0,0,0,660,660,23,24,637,636,244,212,282,266,6,19,38,49,38,39,16,11,12,5,,1,,0,,3,,1,1,0,,1,,0,,20,,1,,2,,1,,3,,2,,0,,0
22.09.2013,Bundestagswahl,140,5911000,9172,0,0,0,0,684,684,20,20,664,664,228,193,329,304,9,14,36,62,28,46,20,7,14,9,,0,,2,,4,,1,0,0,,0,,0,,15,,2,,1,,1,,0,,0,,0,,3
22.09.2013,Bundestagswahl,140,5911000,9181,0,0,0,0,721,721,31,10,690,711,205,195,359,318,9,21,40,63,47,49,18,15,11,10,,0,,1,,3,,0,1,0,,0,,0,,23,,0,,4,,0,,0,,4,,0,,5
22.09.2013,Bundestagswahl,140,5911000,9182,0,0,0,0,735,735,38,18,697,717,219,197,354,328,8,27,40,56,47,50,17,16,11,9,,0,,0,,1,,1,1,0,,0,,0,,19,,1,,2,,0,,2,,2,,0,,6
22.09.2013,Bundestagswahl,140,5911000,9211,0,0,0,0,492,492,14,6,478,486,181,156,204,189,4,22,27,26,28,33,12,6,17,13,,2,,1,,4,,0,5,1,,1,,0,,21,,0,,2,,0,,0,,4,,0,,5
22.09.2013,Bundestagswahl,140,5911000,9212,0,0,0,0,611,611,32,27,579,584,244,213,245,222,12,39,28,26,17,20,16,12,17,10,,1,,0,,2,,0,0,0,,0,,0,,27,,0,,2,,0,,8,,0,,0,,2
22.09.2013,Bundestagswahl,140,5911000,9221,0,0,0,0,751,751,6,5,745,746,297,263,330,313,8,21,37,49,42,46,17,12,14,9,,0,,0,,0,,1,0,0,,0,,0,,25,,2,,2,,0,,3,,0,,0,,0
22.09.2013,Bundestagswahl,140,5911000,9222,0,0,0,0,910,910,28,6,882,904,363,338,376,342,20,50,50,60,40,47,21,16,11,12,,1,,0,,4,,2,1,1,,1,,0,,24,,0,,0,,0,,3,,0,,0,,3
22.09.2013,Bundestagswahl,140,5911000,9231,0,0,0,0,579,579,21,8,558,571,215,190,231,224,11,20,28,30,41,42,13,5,18,16,,2,,1,,2,,1,1,0,,1,,0,,29,,0,,3,,2,,2,,1,,0,,0
22.09.2013,Bundestagswahl,140,5911000,9232,0,0,0,0,379,379,13,6,366,373,139,116,162,161,3,17,17,23,29,39,8,4,6,4,,2,,0,,0,,0,2,0,,0,,0,,1,,0,,1,,0,,3,,1,,0,,1
22.09.2013,Bundestagswahl,140,5911000,9241,0,0,0,0,657,657,23,20,634,637,211,182,316,295,6,26,32,37,40,45,19,13,10,4,,2,,0,,1,,0,0,0,,0,,0,,20,,0,,3,,0,,3,,3,,0,,3
22.09.2013,Bundestagswahl,140,5911000,9242,0,0,0,0,494,494,10,8,484,486,183,163,211,204,7,14,26,32,27,26,15,6,12,10,,0,,0,,2,,0,3,1,,0,,0,,22,,0,,1,,0,,1,,1,,1,,2
22.09.2013,Bundestagswahl,140,5911000,9251,0,0,0,0,702,702,16,0,686,702,227,208,352,336,14,23,40,44,29,32,16,18,7,9,,2,,0,,0,,1,1,0,,0,,0,,26,,0,,1,,0,,1,,0,,0,,1
22.09.2013,Bundestagswahl,140,5911000,9252,0,0,0,0,936,936,19,5,917,931,352,319,418,399,11,40,52,65,37,39,28,16,18,8,,0,,1,,0,,0,1,0,,0,,0,,35,,0,,2,,0,,1,,1,,0,,5
22.09.2013,Bundestagswahl,140,5911000,9261,0,0,0,0,1293,1293,16,12,1277,1281,608,546,504,450,18,69,61,79,48,50,25,27,13,15,,0,,0,,0,,4,0,1,,0,,0,,28,,1,,3,,0,,3,,1,,0,,4
22.09.2013,Bundestagswahl,140,5911000,9262,0,0,0,0,920,920,38,13,882,907,371,337,379,349,21,55,37,57,35,37,24,15,12,10,,1,,0,,2,,0,3,1,,0,,1,,30,,0,,4,,0,,2,,3,,0,,3
22.09.2013,Bundestagswahl,140,5911000,9271,0,0,0,0,650,650,27,9,623,641,281,255,242,229,11,30,33,53,30,27,17,12,9,3,,0,,0,,0,,1,0,0,,0,,0,,19,,0,,2,,0,,3,,2,,1,,4
22.09.2013,Bundestagswahl,140,5911000,9272,0,0,0,0,912,912,22,6,890,906,372,327,385,367,15,47,49,62,37,40,16,10,16,10,,0,,0,,1,,2,0,0,,0,,0,,29,,0,,5,,0,,3,,1,,0,,2
22.09.2013,Bundestagswahl,140,5911000,9511,0,0,0,0,1128,1128,29,12,1099,1116,449,385,425,353,25,58,99,161,54,67,26,19,18,9,,0,,1,,2,,1,3,0,,0,,0,,51,,0,,1,,0,,1,,1,,2,,4
22.09.2013,Bundestagswahl,140,5911000,9512,0,0,0,0,1285,1285,31,8,1254,1277,507,443,533,466,24,62,82,127,66,87,28,21,11,9,,0,,1,,2,,2,3,1,,0,,0,,41,,0,,5,,0,,3,,1,,0,,6
22.09.2013,Bundestagswahl,140,5911000,9521,0,0,0,0,898,898,15,2,883,896,399,350,343,311,8,44,69,77,39,47,17,18,8,8,,0,,1,,2,,0,0,0,,0,,1,,27,,0,,2,,0,,1,,2,,2,,3
22.09.2013,Bundestagswahl,140,5911000,9522,0,0,0,0,695,695,25,3,670,692,304,274,237,222,13,25,62,89,35,32,16,13,2,0,,0,,0,,0,,0,1,0,,0,,0,,33,,0,,1,,0,,0,,2,,1,,0
22.09.2013,Bundestagswahl,140,5911000,9523,0,0,0,0,543,543,2,2,541,541,185,151,219,187,15,32,55,77,36,42,30,29,1,0,,0,,0,,0,,2,0,0,,0,,0,,18,,0,,0,,0,,0,,1,,0,,2
22.09.2013,Bundestagswahl,140,5911000,9531,0,0,0,0,677,677,7,3,670,674,224,184,267,215,17,43,89,114,42,48,24,19,5,4,,0,,0,,0,,6,2,0,,0,,0,,37,,0,,1,,0,,0,,1,,0,,2
22.09.2013,Bundestagswahl,140,5911000,9532,0,0,0,0,517,517,26,4,491,513,178,146,187,169,13,23,52,72,43,47,14,17,2,2,,1,,0,,0,,0,2,1,,0,,0,,32,,0,,0,,0,,1,,0,,0,,2
22.09.2013,Bundestagswahl,140,5911000,9541,0,0,0,0,1040,1040,24,7,1016,1033,515,413,336,329,22,102,71,92,42,38,20,17,9,3,,0,,0,,3,,3,1,1,,0,,0,,25,,1,,0,,0,,1,,0,,1,,4
22.09.2013,Bundestagswahl,140,5911000,9542,0,0,0,0,1095,1095,30,5,1065,1090,552,446,365,338,30,118,70,96,24,29,14,11,10,6,,0,,0,,2,,0,0,1,,0,,0,,35,,0,,1,,0,,3,,2,,0,,2
22.09.2013,Bundestagswahl,140,5911000,9543,0,0,0,0,958,958,9,5,949,953,485,367,334,318,23,87,57,95,28,38,13,16,9,3,,0,,0,,2,,0,0,0,,0,,0,,24,,0,,0,,0,,0,,3,,0,,0
22.09.2013,Bundestagswahl,140,5911000,9611,0,0,0,0,754,754,15,4,739,750,303,263,291,288,16,36,73,80,29,37,14,11,12,10,,0,,0,,0,,0,1,1,,0,,0,,15,,0,,1,,0,,2,,2,,0,,4
22.09.2013,Bundestagswahl,140,5911000,9612,0,0,0,0,724,724,25,11,699,713,201,183,379,346,9,13,42,74,37,51,23,21,8,2,,0,,0,,1,,0,0,0,,0,,0,,19,,0,,1,,0,,1,,0,,0,,1
22.09.2013,Bundestagswahl,140,5911000,9621,0,0,0,0,935,935,40,7,895,928,443,381,338,306,10,51,54,84,26,36,18,13,5,1,,1,,0,,5,,2,1,0,,0,,0,,34,,0,,3,,0,,1,,4,,0,,6
22.09.2013,Bundestagswahl,140,5911000,9622,0,0,0,0,1359,1359,39,41,1320,1318,565,545,591,571,18,16,70,68,44,44,17,17,14,14,,1,,0,,5,,1,1,1,,0,,0,,26,,0,,2,,1,,0,,0,,0,,6
22.09.2013,Bundestagswahl,140,5911000,9631,0,0,0,0,929,929,39,34,890,895,391,331,340,330,19,36,66,82,40,53,17,13,16,8,,0,,0,,4,,1,1,0,,0,,0,,31,,0,,1,,0,,0,,0,,0,,5
22.09.2013,Bundestagswahl,140,5911000,9632,0,0,0,0,761,761,20,7,741,754,328,277,317,293,11,46,43,60,26,28,8,12,6,5,,0,,2,,0,,0,2,1,,0,,0,,19,,0,,3,,0,,2,,3,,0,,3
22.09.2013,Bundestagswahl,140,5911000,9633,0,0,0,0,944,944,11,4,933,940,408,352,397,341,12,64,53,78,32,42,14,13,15,5,,0,,1,,1,,0,2,1,,0,,1,,29,,0,,2,,0,,4,,3,,1,,2
22.09.2013,Bundestagswahl,140,5911000,9641,0,0,0,0,479,479,5,4,474,475,190,179,211,202,6,15,28,24,23,23,6,8,7,7,,0,,0,,1,,1,3,2,,0,,0,,11,,0,,1,,0,,0,,0,,1,,0
22.09.2013,Bundestagswahl,140,5911000,9642,0,0,0,0,1133,1133,58,12,1075,1121,410,367,477,430,20,63,67,94,58,77,29,30,12,7,,1,,0,,5,,2,2,0,,0,,0,,33,,0,,4,,0,,1,,1,,0,,6
22.09.2013,Bundestagswahl,140,5911000,9651,0,0,0,0,961,961,12,5,949,956,365,330,423,399,21,40,62,68,43,53,23,19,11,5,,3,,2,,0,,0,1,1,,0,,0,,24,,0,,2,,0,,0,,4,,2,,4
22.09.2013,Bundestagswahl,140,5911000,9652,0,0,0,0,677,677,14,1,663,676,281,233,273,271,3,25,55,76,24,25,21,14,6,3,,0,,2,,0,,0,0,0,,1,,0,,21,,0,,0,,0,,1,,1,,0,,3
22.09.2013,Bundestagswahl,140,5911000,9653,0,0,0,0,534,534,15,4,519,530,188,166,227,209,8,20,39,62,33,29,18,13,4,3,,0,,0,,5,,1,2,0,,1,,0,,12,,0,,2,,0,,6,,0,,0,,1
